userid,movieid
73485,7361 1222 1206 48774 46578 2692 8961 3052 6502 48385 27773 5445 750 30749 49530 3160 1466 1682 38061 33493
75527,3751 8636 5349 4973 1278 33794 4963 6333 5445 5418 33493 4995 3175 2115 7361 6874 5218 5989 8665 750
91100,912 908 904 913 923 903 1252 953 1267 898 899 1234 1203 17 1219 1204 1307 1250 930 11
80921,8961 4995 5445 4963 8636 4896 5418 33794 5669 7147 4878 6333 4308 32587 4014 1682 6365 5218 2692 5299
84438,48516 2278 1466 2058 3006 1610 2353 2427 48780 49272 2890 2329 55820 1729 2194 1912 54286 1608 48774 1358
54313,48516 2706 51662 44191 58559 48780 54286 48774 55820 33794 56367 46578 59315 32587 45722 54503 44195 35836 49530 50872
97410,2329 6874 7438 48774 48394 8961 4878 56367 6539 33493 45722 48385 33166 49530 3275 54503 5349 8874 50872 55765
97516,2502 2395 1500 440 1732 2918 1060 551 333 1288 2700 104 11 1517 555 235 2804 553 317 3052
30104,1208 1263 1233 1953 1228 1230 1252 750 1304 1234 5060 1276 2871 1090 2289 1222 2064 1244 1358 1206
41413,48516 1206 32587 49272 33794 48780 51662 54286 7361 1208 48385 4878 7438 2329 6874 1199 2502 50872 4011 44665
51024,1234 3114 7153 904 908 1208 1079 1278 1968 6377 750 33794 1207 1242 1222 1961 1101 1258 1394 1246
65346,7361 1206 3160 5669 2329 4979 3481 4027 3176 4995 1732 5225 4975 1208 5618 8949 8622 3408 3910 2908
96809,6874 8961 7438 4963 4886 4973 5445 4995 8360 5989 5418 6333 4878 8368 32587 7147 8665 6365 5816 5669
71805,3552 1663 3039 3671 2791 3421 3868 2918 2795 4002 3448 3210 2134 3087 4085 1257 2144 3253 3526 4499
62840,912 750 1219 1234 1247 903 913 1207 1204 1250 1208 1387 1225 1267 969 1276 1307 910 1288 953
46976,6377 7153 6539 8961 7361 4995 3114 5989 3408 2355 5299 3751 4963 594 46578 4014 6942 5991 7147 5669
50346,7361 594 4878 3949 5618 2692 6711 6874 596 1028 2081 1282 7438 2080 2329 32587 2096 2087 2078 778
99540,2947 1201 2948 2951 1304 2944 2991 2993 1722 3082 1262 3635 2989 2763 8961 745 3639 2002 2006 1953
67616,8636 6333 4963 3114 7438 4995 8368 32587 8665 33493 1610 4896 5816 48516 5989 40815 2329 2918 1246 4878
38022,7153 2502 4995 1961 2797 1101 33794 2081 4973 3114 1380 1035 912 3408 1028 2115 2987 8784 3147 2329
38328,2329 6874 7153 7361 1206 32587 4011 778 1222 3147 3081 48516 2700 2502 1208 3160 2174 3000 1653 2706
25428,7153 7438 32587 2329 44191 6539 48516 2918 4011 5445 1732 8636 1206 750 5349 6333 5418 46578 8874 5618
100437,3000 1274 4446 4011 6502 1653 3994 1199 2232 7373 32587 6333 5254 5618 3275 1215 1921 6365 6934 34405
16301,1222 2329 1356 3623 8961 1387 6874 5418 1573 4973 1090 2000 1374 3753 7438 32587 8360 1370 5989 1259
21535,1148 2174 5349 1080 2692 4027 6333 8360 8636 2797 3751 745 8368 1682 1206 4995 3000 2791 4963 2324
73819,2329 7153 750 5669 4995 5618 33794 3160 6539 48394 2324 5902 1225 33166 3481 2700 8622 1220 1199 1201
7113,6377 8961 5445 7438 5349 2329 33794 8360 2502 5418 3147 1517 2012 8636 32587 5989 1961 1784 4878 3114
91297,7438 6539 32587 4886 48516 2291 4027 1784 5418 1917 1517 2918 1208 4979 2987 778 8360 1222 2395 5902
101406,4973 7361 46578 48516 4995 6016 7153 49272 48394 33166 8784 8961 6377 6874 33794 4878 3897 7438 2329 44191
98893,4011 6016 3481 2542 2291 6377 2324 6539 2194 5618 1225 5995 8961 4262 16 1288 1201 2700 4886 2987
20336,1148 551 6874 1206 7438 2692 8961 7361 3751 1201 2542 750 4027 1258 2291 2078 29 1748 3949 1610
87345,32587 33493 4995 2329 5378 8368 3147 48780 2502 2353 2115 4896 58559 5010 7254 45499 3275 5218 8874 34405
86436,6874 7153 7438 2329 6711 4011 44191 8961 46578 2502 4995 48394 8784 1206 2542 49272 6377 48780 7147 5445
68897,912 1307 1259 1784 2502 904 8360 1376 2916 2000 4963 1127 2291 4027 551 3147 4995 1028 2302 1203
5698,2115 750 4886 1199 4995 1584 4878 1090 1610 5618 1320 509 3949 4034 32587 3471 1732 2700 8961 2324
101880,5445 4963 8961 6333 4011 4878 6377 8636 7361 44191 2329 4886 8360 48516 5989 4973 4995 7143 5378 1206
101938,48516 32587 49272 46578 48780 7153 7438 6874 58559 51662 54286 56367 55820 48385 8636 4878 8665 51255 6377 59315
22257,6333 3114 912 4011 1208 1246 6365 2194 2706 1203 1090 7147 8784 2804 1262 2268 1225 1101 1250 4034
102103,7361 1208 4878 2692 3949 2329 6016 32587 1199 6377 8961 4011 1148 912 1201 6807 5669 4886 1225 2542
23994,4963 5349 5418 8636 33794 4995 6874 5989 8368 6333 8665 6365 5816 33493 4896 7438 2115 3948 5378 1917
89482,4011 1206 32587 2542 6874 1208 7438 6016 44191 1732 48394 48780 7361 48774 1090 49272 33794 46578 3275 3160
103215,6539 33794 32587 6377 4995 1206 2706 5349 8636 6016 4886 3897 3949 33166 8360 778 6333 48394 2542 7147
85222,4973 6711 4878 2692 6016 2329 750 1732 6874 7438 5669 5902 1206 2395 5618 7153 46578 4979 2502 3160
81220,5349 8961 33794 6333 8636 8360 6365 4995 7361 2329 33493 44191 5989 4878 4973 5816 2502 4896 6934 48516
84929,1079 1307 720 2355 6539 1220 912 2324 4896 8368 1288 4027 1259 5816 1199 1282 1961 4014 904 953
104143,5445 1101 1917 2011 1784 2502 4896 5378 1246 1968 6365 1573 4022 3948 2617 2302 1127 2406 2194 1387
91846,5349 4995 4878 32587 4011 2502 8368 6711 8665 44191 2692 33493 4896 5816 2542 1222 6016 3114 2918 3147
94919,1219 1222 32587 4979 1921 904 3052 1148 4995 3081 903 7147 2324 2502 2712 8961 4963 2174 1584 1252
52023,1246 1225 1302 1035 1206 1376 1584 1374 1028 953 508 1293 1127 1375 1090 1259 594 1282 1372 920
102112,4973 7438 2329 2502 6711 1206 32587 4886 1208 2692 4963 2324 778 6016 1961 8360 8636 4011 48516 1784
104833,1584 1653 750 1374 1356 1376 1748 1127 1199 1225 1909 1396 912 1375 1676 1233 2393 1206 1358 2105
105038,6377 32587 6874 49272 7438 6333 4886 51662 8360 4995 2502 48394 8368 2329 40815 48774 4011 4878 33166 5378
46623,2706 1206 1682 1080 2700 104 2502 1784 1222 2329 7153 3253 1391 4963 1917 3147 2115 2916 3052 1961
28116,4973 7361 904 908 903 17 913 750 6539 6377 923 8961 1204 1247 509 969 1304 910 2019 920
102774,1356 1584 745 7153 1376 6377 912 8961 1234 1080 904 1653 2355 1223 1250 3751 2012 5349 1375 1304
105297,7438 4878 6016 6711 48516 7153 33794 912 2692 46578 3949 48394 44191 2019 2329 8961 5618 2502 49272 750
49301,6539 6874 6377 8961 7438 7361 5418 4011 4878 6333 32587 8636 2502 2692 2542 8665 8368 4896 33493 3147
101374,6377 44191 32587 4886 2355 6539 48394 6874 7438 2502 54286 1223 2692 56367 51662 2918 50872 8360 4878 2706
42946,33794 8636 8360 8368 6874 6333 4973 7438 4995 5418 5618 33493 32587 5989 1961 5445 7147 8665 40815 4963
7727,7361 2329 33794 44191 32587 48780 6016 33166 55820 48774 58559 7438 6874 8961 44195 30749 4878 48385 51662 3408
14858,8961 7361 2329 4963 5418 8636 48516 44191 4878 4011 8360 5349 49272 4973 8665 6333 5445 33493 5989 8368
92170,6333 5418 7153 8636 4963 33794 8665 7143 5502 6378 6537 32587 5816 6874 44191 3994 4896 8360 5218 5679
25476,7153 32587 7438 6539 48516 4878 6333 4011 7361 4963 33493 49272 1732 6365 2706 35836 48780 1682 58559 5445
106360,4973 3408 6711 778 4034 1206 4246 3949 1961 5669 6016 3176 2324 1682 4308 7361 4848 1101 2329 3967
76001,1220 1148 1307 778 745 750 1234 5060 509 345 1225 1278 1246 1199 1208 912 1288 1223 440 1094
106849,594 923 1225 1022 953 1282 1029 2080 2087 1242 1032 1028 2096 2078 1907 3114 2085 1246 1035 1203
106852,912 908 923 1219 913 750 1247 1267 1250 1204 953 1203 969 1212 2019 910 922 1284 920 1304
106973,48516 49272 48780 44191 48394 54286 55820 51662 56367 48774 46578 59315 32587 51255 2329 44195 50872 48385 44665 33794
66801,1219 1258 1997 1345 2710 1387 1347 1407 968 1994 1333 3081 1350 2160 1339 724 2706 2288 1974 3499
102763,1246 1259 62 1101 1356 1968 2918 2797 1079 786 832 1225 1302 508 36 1784 474 788 805 802
107321,1206 6874 7438 2692 1090 32587 923 6711 1250 1246 46578 5618 1204 2502 44191 1961 1207 1262 1247 1258
107854,2706 3114 2987 2355 3897 3751 4022 3175 3481 4034 3081 2502 1252 1258 2580 1206 3623 2770 2763 2694
107875,6539 7438 6333 32587 4995 8360 33493 5989 2542 8368 5378 7143 2918 51662 48780 5618 2692 4896 5816 58559
26199,7153 8961 32587 2502 4011 44191 2918 6016 2692 1222 2542 48394 3147 48780 8784 7147 3897 1206 1682 33493
98700,7153 6539 1517 33794 5349 4963 4886 7361 8636 5445 32587 33493 1485 6365 6333 2329 2700 1917 5989 1961
49153,1653 1356 1676 1396 1127 1199 1625 2021 1682 1921 1372 1374 1215 2291 1376 1573 1206 1391 2393 2105
40716,7153 6539 6377 4963 4886 6874 8961 5418 8636 7438 33794 8360 5989 2329 5378 32587 2706 8368 8665 5816
57270,7153 6874 49272 2329 7438 8961 46578 56367 2502 51255 5418 8874 33166 48385 45722 6016 8665 33493 8636 44665
43040,904 908 913 912 903 1219 910 899 1252 930 1267 922 923 1284 1269 969 1212 1207 905 920
17703,48516 2329 1222 778 6874 3949 7438 7361 4011 4878 49272 44191 4973 48394 46578 6711 48780 1206 48774 33794
108671,551 1206 594 750 1199 4878 1274 1732 1748 353 1374 741 596 1222 1376 3000 2140 1032 2542 1080
88589,745 1225 7361 7153 1223 1208 1080 29 741 923 778 4878 1206 1274 6016 720 2324 6711 1233 7090
28788,1225 1219 1258 509 1080 912 1387 1307 300 474 1206 440 1234 337 1220 1090 1246 551 750 1259
42471,6539 1148 1080 745 3751 4963 5349 5445 2115 1246 2791 4995 2329 1222 8636 33794 4973 5418 4027 1090
42268,353 48516 474 163 1258 32587 70 49272 16 48780 551 44191 2329 58559 55820 1407 2542 48394 48774 51662
109240,1222 912 7361 6874 1206 7438 1262 4973 1204 4878 33794 923 1304 2951 2329 8961 48516 913 2944 4011
49480,44191 5445 8665 33493 8360 48780 58559 2502 45722 5378 59315 4973 7147 3052 3949 40815 5618 55820 5218 4896
73499,1961 1246 1259 1968 2115 1356 1584 1307 1376 1242 2804 2000 953 1127 508 2916 7153 2640 474 3114
67504,6539 6874 33794 5349 7438 8636 4973 4963 6333 5418 8368 32587 5989 4878 5816 2329 8665 4896 3114 6365
101458,6539 8961 6874 6377 7438 4973 33794 4886 4878 8636 32587 6333 8360 5349 5445 5418 2502 4963 8368 6711
101477,6874 7438 2329 8961 1206 4878 33794 4963 1222 4995 5445 6711 1080 5349 1732 3114 4027 46578 3949 5989
110371,1356 594 653 786 1148 1022 1748 745 2078 2916 1029 661 494 2278 2080 2542 1573 596 1127 1610
110725,4973 17 7153 5618 3000 4878 7438 2692 2329 778 7361 32587 2291 4011 1183 2542 741 58 3949 6016
98133,44191 6874 7438 7361 4878 8961 2329 48394 48780 51662 54286 48774 46578 1222 2542 6539 3000 55820 51255 56367
9141,750 904 908 2692 913 920 923 2019 1207 2502 903 969 914 2081 3000 1247 899 17 1225 1204
111665,2248 1285 1968 1394 2599 1307 2918 2915 2406 2144 2100 1663 2395 3072 1965 2020 2064 2407 1259 1288
111808,708 778 345 342 1380 1022 52 1028 1345 1407 724 372 1035 1029 45 1347 1059 1032 247 1339
55763,923 750 904 903 908 1212 1252 913 2186 1206 2692 2700 3435 912 6711 1284 930 5618 1230 2987
111911,7153 6539 6874 4963 4886 7438 5445 8961 2706 4995 8360 8636 3147 6333 33794 7361 5989 1258 32587 6365
3724,3114 6874 5445 7438 1682 4973 4022 7147 48394 4878 1961 7143 2329 2012 8644 6711 1917 48385 2011 8874
83528,6539 6377 4886 4963 5349 6874 5418 5445 7361 7438 8360 2502 4995 3114 8665 44191 4973 49272 48516 4896
51899,4963 2329 8360 4011 4995 45722 8368 5989 48774 46578 8874 40815 8644 55820 34405 3147 56367 51255 7147 5378
42664,912 1225 1080 1079 720 1234 1219 923 1233 1250 3114 1304 3751 1288 903 1199 1207 1204 1252 1394
37187,832 805 1407 802 628 104 708 786 1148 745 494 1219 1347 1215 724 62 788 1261 3 1356
112212,2000 1222 2985 2916 2115 1954 4262 2001 4085 3703 2947 3702 2640 2194 2011 1676 3033 1201 1587 2403
94651,1222 1206 4973 912 1258 1201 2692 6874 778 1252 7438 1090 4011 5618 1228 3160 1250 904 1204 1225
67272,1079 1225 5060 1259 1234 1090 1252 1258 1304 923 1094 1235 1387 1292 2352 1246 1732 2150 1084 1953
60282,33794 7153 44191 32587 48780 6539 8961 6874 5445 48774 45722 8636 48394 5349 59315 33493 55820 46578 56367 51255
101386,903 1207 2019 1267 1208 1212 953 1254 969 1304 1272 1225 1234 1283 2186 910 930 1084 1230 954
111472,48516 48780 44191 48394 48774 33794 33166 51662 44195 48385 49530 46976 51255 47610 32587 44199 3408 54272 3147 52973
65268,5349 5445 7438 4995 5378 8360 8636 778 3052 8961 1485 2706 6934 19 2502 4878 2011 33493 4022 32587
76785,908 904 913 750 1250 1304 1204 2019 923 1252 969 1201 1262 903 1233 1234 1207 1247 1208 1203
58303,6539 2329 8636 5349 48780 2706 7438 33493 5445 8360 6333 5989 1968 48774 33166 51255 44195 48385 35836 50872
95235,7153 6377 4886 8961 2706 1080 3751 6874 7438 1148 1682 33794 1961 5349 1917 2174 2700 8368 2710 5618
93161,6539 1206 1258 1208 2329 912 33794 2502 5618 778 2324 1080 1682 1732 4995 46578 2706 8784 2291 3114
82967,7153 7361 6539 4995 4878 5669 8961 4963 1080 8360 5989 5349 7147 1961 1307 1246 1380 4014 4027 778
115852,4973 6874 4878 7438 778 2329 1206 2542 1080 6539 5445 7361 3949 5618 4963 4027 6377 2291 1222 6711
96207,2329 32587 6874 7438 48516 3949 33794 778 7361 1222 4973 48780 49272 58559 51662 1732 5618 48774 6016 55820
101665,1101 2001 1954 2353 1573 1201 2406 1387 3256 1408 2006 2948 2949 2278 2058 2268 2944 4085 2023 555
81642,48516 2329 46578 2502 32587 44191 48394 48780 4878 49272 1222 56367 33794 48774 44195 1206 3949 54286 7438 33166
99084,4973 2020 315 1225 2692 266 353 350 420 442 1172 168 1961 1208 1674 1094 225 1960 160 163
3523,2706 3753 3408 1610 6377 2617 2115 5445 5418 1127 3527 7153 2700 4995 3510 8360 1356 6333 2640 5218
52329,6539 8961 4963 5445 6333 5418 8368 7438 5989 4995 8665 5816 1610 4973 33493 4896 6711 1682 6365 7143
56490,44191 49272 51662 58559 54286 48394 33794 56367 59315 51255 46578 4878 44195 7438 48385 6874 1222 33166 54503 3275
59880,2329 44191 7361 49272 1222 4011 6016 5418 4878 48394 8961 46578 54286 51662 4963 6539 8665 58559 48774 3949
116588,48516 49272 44191 48780 46578 48394 48774 58559 54286 56367 55820 59315 33794 51255 32587 44195 1376 3175 1374 48385
38308,5418 4995 7153 2329 6539 3147 33794 5989 4011 8665 1610 1625 7361 7438 32587 1961 44191 8961 5349 1246
116922,1610 1374 4886 2011 1079 3114 1220 3751 5445 2791 6377 5378 2355 2987 2001 2012 1376 6333 4022 17
102188,6377 6874 4973 4886 5445 8636 6333 4963 5418 8360 4995 4878 32587 8368 5989 6365 5618 5816 7147 2329
117528,7153 5349 6539 6874 4011 7438 6333 1517 4995 1682 5378 8636 32587 6377 3948 33794 4886 104 4022 8360
14969,6874 1222 49272 7438 48394 54286 51255 46578 4262 44195 56367 44665 6016 3275 2502 7361 49530 36529 54503 3052
71422,32587 4011 5349 49272 8636 4973 5989 6333 6365 4886 33493 8360 51662 48780 46578 54286 6016 48394 2706 33166
106476,32587 7361 44191 33794 49272 46578 4011 3949 48394 33166 54286 56367 44195 1222 48385 6711 51255 2542 30707 8784
96021,1374 1127 1356 1375 1372 1320 1129 2916 1215 1275 1371 2288 2105 2455 2640 7153 1584 1690 2529 1653
19804,4973 7438 1208 1222 2502 48516 44191 6539 4011 6016 6377 3949 6711 48394 778 912 49272 2692 5618 2542
118672,6874 4878 6016 6711 4011 7153 1208 32587 1206 2692 1732 1080 5618 8961 33794 4027 46578 48394 750 3160
119067,1997 1219 1258 1387 1674 2455 920 2406 1307 2288 2020 1206 1345 2529 2100 2291 2657 2160 2407 2174
50019,4963 5418 7438 8665 5989 48516 8368 5378 4011 3147 4973 40815 54286 2706 2502 45499 8874 1961 41566 6711
48726,1259 1961 1610 1784 2797 1090 3481 2791 2324 778 3147 1641 1288 750 1302 508 2174 2115 474 1653
61251,7153 33794 1148 2692 4878 745 48516 2329 49272 6539 48780 2987 48774 1223 6711 8874 2700 54286 2542 51662
101539,7153 44191 32587 4963 33166 54286 2502 5989 7438 6874 4886 8360 4995 58559 48774 44195 55820 33493 35836 30707
65089,1732 1206 1288 1079 1278 1517 1220 5060 2502 3052 4027 2700 3253 3421 1148 778 1234 1230 1199 104
119839,7361 4973 6539 8961 1208 6711 4995 8360 1304 1225 912 5989 33794 1387 1219 1258 1246 32587 1247 30707
47820,33794 6539 8636 5349 6333 7153 4963 5445 6365 8961 33493 44191 5989 6377 49272 8360 6934 5010 51662 48516
24824,6711 6016 46578 8784 8949 48516 33166 7438 5995 7153 33794 30707 6874 2692 5902 48394 32587 5669 3949 6870
39400,7153 6539 33794 6874 7438 2329 32587 2706 6016 2692 5445 8360 5989 4878 48394 1222 1246 1208 2324 3408
61989,33794 32587 44191 4011 48780 7153 2542 48394 745 51662 46578 7438 6874 7361 48774 1208 51255 1201 56367 750
50610,32587 7438 33794 44191 48394 46578 6016 2542 48774 51662 1222 56367 33166 4963 2502 4995 48385 51255 8961 1206
53243,4973 6711 1307 1219 46578 6016 2692 1206 3949 1259 1247 2395 2599 8949 3897 8784 3481 48516 1230 4878
107549,3114 8961 6377 2987 1080 1223 4886 4973 33794 7361 3751 2502 6874 778 720 32587 2918 551 7438 2329
118372,1682 3147 1258 1653 6539 4995 6377 508 1219 5349 1641 1407 778 6874 2268 337 1997 2012 1307 4896
37279,2329 6874 7438 4011 6377 8961 33794 1732 5989 6539 3160 5445 5995 2542 1206 30749 778 8949 1222 4886
114427,6874 3114 7438 1208 778 5669 5349 1225 8636 1682 4995 6333 1233 4963 7147 33794 3000 1079 4878 1250
29430,2692 778 6016 2019 4973 750 2329 1222 1206 2542 3160 4878 7361 2700 4011 3000 2395 2502 2712 4848
121585,33794 6874 8961 32587 7438 6377 49272 7361 4011 8636 4886 5349 51662 4878 48780 5445 6333 33493 48394 46578
68776,2115 19 2011 1220 1206 1101 2012 370 442 778 786 520 7438 2001 1485 594 2174 1517 466 104
2351,7361 6874 7438 4878 7153 6711 6016 3949 2692 2329 5618 5669 4011 8961 1206 6539 6377 33794 778 7147
10303,6377 8961 7153 4886 8636 8360 33794 7361 5989 5349 8665 5418 46578 5299 3114 4995 6942 4963 6333 33493
109440,7153 6377 6539 2355 8961 4995 5349 1961 4022 5445 8360 1682 4963 3751 3408 1246 4896 8636 2329 5418
32889,2706 48516 58559 49272 2694 48780 2502 44191 54286 56367 104 51255 55820 48774 59315 46578 48394 2700 2541 3052
32631,7153 6874 6377 7438 8961 33794 32587 4886 2329 4878 5418 5349 8636 5989 44191 1682 48516 4011 8368 6333
108122,7361 6874 2329 7438 1222 4878 6016 1208 1206 32587 778 3949 1201 4011 48516 750 1080 2692 8961 33794
14545,1376 7153 1127 5349 5445 1371 1917 2012 2916 1653 1396 2011 2393 6377 8961 33794 1610 8636 4886 6333
79440,7153 2692 1206 750 2329 32587 1208 5669 5902 1222 8784 5995 2019 7147 8961 4979 4011 778 46578 4235
122402,2763 2490 2605 2707 2688 1127 2826 2355 3753 1573 1876 2722 1233 2058 3175 2699 3623 1608 3176 3408
102342,912 923 750 1252 1225 1247 903 913 1204 1206 1207 1228 1258 1961 1267 1304 920 1244 1387 1084
2858,7438 7361 6539 8961 4973 4878 32587 33794 4011 6377 2329 2542 1222 5618 1208 5418 6016 8636 6711 4886
121415,4973 7438 4878 6377 2329 4886 5445 4963 6333 5418 6016 3949 1206 4995 1222 7147 48516 3052 2918 1208
85666,6377 1387 6874 4886 1208 7438 1258 1262 912 1304 4973 7361 1610 2329 8360 4963 750 8636 1234 1266
91888,778 1222 1208 1206 6874 3949 4973 7438 1090 1263 4011 4878 7361 6711 4262 6016 1201 1729 1258 2542
121869,48516 1206 750 1356 1376 46578 1374 48780 48394 56367 48774 55820 49272 1372 44191 1375 54286 51662 1127 2706
105896,1584 1997 1127 2455 3081 1345 2710 1339 1645 3147 1653 2288 1347 968 1258 1748 1350 1321 1909 1982
78671,508 440 300 17 2000 2797 1246 350 2268 266 1259 1101 36 1968 1079 2918 2115 497 337 2324
15196,750 1206 1374 1653 1584 2021 2692 1274 4878 2105 29 1127 1921 1676 1391 2968 1148 1080 6016 2011
22047,2000 1610 1222 1387 2268 1101 2918 16 1968 553 2115 1246 1242 1307 2797 508 4034 2001 1370 1258
124149,1219 1387 1407 1258 1997 1345 904 903 1370 1304 1573 1982 1608 70 1347 1350 1380 1278 1339 1092
24141,6874 33794 7438 2329 4011 49272 1653 5418 6539 48394 6333 8961 3949 54286 5349 8874 4963 8665 55820 46578
122604,2671 1962 2424 48516 1569 1271 1959 48394 1958 2336 1293 1960 1183 1961 46578 2352 1088 1957 2724 48780
124962,46578 48516 33166 7361 56367 8949 30749 48780 30707 48774 44195 8970 40819 48394 39183 35836 46976 49272 6711 55820
6942,1275 552 1378 2002 2405 236 2763 2490 1385 3301 1479 2671 2581 4025 2605 4018 2145 2572 163 1918
122839,2918 2804 1961 2987 2706 2011 1307 1517 7153 2710 2144 7361 2000 1387 1394 1288 2248 2406 2395 3552
106886,49272 48516 44191 51662 48780 54286 58559 33794 45722 59315 48774 51255 56367 48394 50872 8644 55820 47610 44665 56174
125344,7153 5349 6874 7438 8636 33794 6333 8360 7361 6365 8665 8368 4011 2329 4896 33493 5816 5378 2918 1517
42729,1682 3147 4995 7153 1225 6539 1307 8360 1302 5989 1259 1962 5418 1271 1090 5445 1485 3408 4886 4022
32035,594 596 2081 2080 1029 2087 1032 1282 2018 1028 2085 1907 1025 783 2355 2137 3034 661 48 3114
60820,594 1374 953 1028 1035 1259 912 1022 1207 474 1307 1246 1101 1029 553 1396 1127 1225 2081 1610
37618,2706 2572 2694 2605 2763 48516 2502 2490 2541 2881 49272 2485 58559 2826 48780 54286 48394 2723 3717 2724
66998,17 2080 1028 1022 7 914 2081 594 708 838 2087 1029 2096 1032 783 1035 62 2078 1947 1282
127778,32587 33794 48516 49272 6874 7438 51662 48780 48394 48774 54286 4878 8874 45722 51255 55820 46578 59315 33493 56367
99837,104 788 3 784 785 5 802 719 786 708 1080 724 2706 1485 1206 2694 216 88 1391 852
83318,1222 778 4011 7153 3147 2542 1206 2918 1682 1220 1517 4878 7361 1259 1090 4995 2000 2502 5445 1101
127993,3114 3753 2529 2355 4022 3175 3471 2706 2640 1304 1387 1374 2944 1954 2916 3408 1262 1272 1376 2763
126695,788 62 36 2706 2918 3 2987 1961 2791 19 1485 784 2355 1356 2700 2011 1682 494 2012 5
